User ID,Churn Probability,Risk Tier,Risk Rank,Days Since Last Event,Days Since Last Purchase,Total Events,Events Last 7 Days,Avg Events Per Day,Num Views,Num Add To Cart,Num Transactions,View To Cart Ratio,Cart To Purchase Ratio,Avg Time Between Events (hrs),Max Inactive Streak (days),Activity Trend (slope),Actual Churn 30d
363184,0.9561,High,52,91.37451758101852,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0540455381944444,0.0,0.0,1
754758,0.956,High,53,102.48800861111113,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.0267246604938271,0.0,0.0,1
710033,0.956,High,54,96.86434782407407,999.0,36,0.0,0.3364485981308411,36,0,0,0.0,0.0,0.7418098015873017,0.0,0.0,1
860360,0.956,High,55,55.96911452546296,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.0423929012345679,0.0,0.0,1
363427,0.9559,High,56,96.9251480324074,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0701762152777777,0.0,0.0,1
920338,0.9558,High,57,91.07958221064814,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0415752182539682,0.0,0.0,1
339664,0.9558,High,58,54.48844094907408,999.0,27,0.0,0.2523364485981308,26,1,0,0.0384615384615384,0.0,1.652227168803419,0.0,0.0,1
398196,0.9558,High,59,100.01997623842594,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.032239336419753,0.0,0.0,1
392745,0.9558,High,60,82.95343869212964,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.0118362191358024,0.0,0.0,1
1084738,0.9558,High,61,88.34016048611112,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0334724801587301,0.0,0.0,1
1337769,0.9558,High,62,63.04269892361111,999.0,42,0.0,0.3925233644859813,42,0,0,0.0,0.0,0.5494227642276422,0.0,0.0,1
1161485,0.9557,High,63,93.9198717824074,999.0,29,0.0,0.2710280373831775,29,0,0,0.0,0.0,0.232404623015873,0.0,0.0,1
786775,0.9557,High,64,95.99529322916666,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0382923015873015,0.0,0.0,1
1284215,0.9557,High,65,61.09954369212963,999.0,42,0.0,0.3925233644859813,42,0,0,0.0,0.0,1.6964525135501356,0.0,0.0,1
203028,0.9557,High,66,82.25048180555555,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0408122395833333,0.0,0.0,1
566688,0.9557,High,67,82.3425859375,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0417625520833333,0.0,0.0,1
492476,0.9557,High,68,96.13627953703704,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0315989087301587,0.0,0.0,1
960662,0.9556,High,69,85.47005043981481,999.0,20,0.0,0.1869158878504672,20,0,0,0.0,0.0,0.0403569298245614,0.0,0.0,1
1027279,0.9556,High,70,96.99390766203705,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0339566865079365,0.0,0.0,1
72297,0.9555,High,71,64.88103023148149,999.0,38,0.0,0.3551401869158878,38,0,0,0.0,0.0,1.3324382507507508,0.0,0.0,1
181918,0.9555,High,72,69.82689679398149,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.019689074074074,0.0,0.0,1
277056,0.9555,High,73,82.89846524305555,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.0246768055555555,0.0,0.0,1
660146,0.9555,High,74,90.90755357638888,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0297151984126984,0.0,0.0,1
681812,0.9554,High,75,93.2858586574074,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0149703472222222,0.0,0.0,1
669629,0.9554,High,76,84.2923887962963,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0312208506944444,0.0,0.0,1
1014843,0.9554,High,77,57.351944490740735,999.0,36,0.0,0.3364485981308411,36,0,0,0.0,0.0,1.898996261904762,1.0,0.0,1
1251686,0.9554,High,78,73.93423974537038,999.0,21,0.0,0.1962616822429906,21,0,0,0.0,0.0,0.0437996388888888,0.0,0.0,1
76764,0.9553,High,79,93.49537032407407,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0313904814814814,0.0,0.0,1
89434,0.9553,High,80,95.3501521412037,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0154859895833333,0.0,0.0,1
229572,0.9553,High,81,103.86100059027775,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0428242361111111,0.0,0.0,1
1254344,0.9553,High,82,96.99580310185183,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0437063715277777,0.0,0.0,1
1139148,0.9553,High,83,96.30589429398148,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0453874131944444,0.0,0.0,1
840227,0.9553,High,84,92.06603059027778,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0431000555555555,0.0,0.0,1
1349639,0.9552,High,85,64.98832722222222,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0372787847222222,0.0,0.0,1
399581,0.9552,High,86,73.90509719907408,999.0,42,0.0,0.3925233644859813,42,0,0,0.0,0.0,1.1980897357723577,0.0,0.0,1
1020839,0.9552,High,87,65.10552481481481,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0394089756944444,0.0,0.0,1
67215,0.9552,High,88,97.3171736574074,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0113762152777777,0.0,0.0,1
3905,0.9551,High,89,52.015883530092594,999.0,35,0.0,0.3271028037383177,35,0,0,0.0,0.0,0.731547883986928,0.0,0.0,1
1150369,0.9551,High,90,76.92081309027778,999.0,20,0.0,0.1869158878504672,20,0,0,0.0,0.0,0.0304035087719298,0.0,0.0,1
162290,0.955,High,91,71.09589945601853,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.0249723456790123,0.0,0.0,1
1124420,0.955,High,92,104.08082177083334,999.0,20,0.0,0.1869158878504672,20,0,0,0.0,0.0,0.0297755701754385,0.0,0.0,1
516601,0.9549,High,93,80.19804731481481,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0593761805555555,0.0,0.0,1
524000,0.9549,High,94,89.06301533564815,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.029229,0.0,0.0,1
985755,0.9549,High,95,90.17214496527778,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0277556111111111,0.0,0.0,1
530550,0.9549,High,96,98.27118537037036,999.0,27,0.0,0.2523364485981308,27,0,0,0.0,0.0,0.0657777136752136,0.0,0.0,1
261887,0.9549,High,97,78.38528979166666,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.0424729629629629,0.0,0.0,1
199949,0.9548,High,98,106.34748203703704,999.0,21,0.0,0.1962616822429906,21,0,0,0.0,0.0,0.0703080416666666,0.0,0.0,1
522189,0.9548,High,99,88.99185950231482,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.050410787037037,0.0,0.0,1
461300,0.9548,High,100,71.90363578703705,999.0,29,0.0,0.2710280373831775,29,0,0,0.0,0.0,0.912929494047619,0.0,0.0,1
369357,0.9548,High,101,98.1083180787037,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0268386631944444,0.0,0.0,1
1393271,0.9547,High,102,69.12915971064815,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0425169618055555,0.0,0.0,1
329630,0.9547,High,103,84.06311377314815,999.0,24,0.0,0.2242990654205607,24,0,0,0.0,0.0,0.0367115338164251,0.0,0.0,1
1288855,0.9546,High,104,89.46594028935186,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0160663293650793,0.0,0.0,1
595473,0.9546,High,105,87.35151074074074,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0281207341269841,0.0,0.0,1
650580,0.9546,High,106,90.90420085648148,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0612278968253968,0.0,0.0,1
331477,0.9546,High,107,72.44374327546296,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.03620265625,0.0,0.0,1
104555,0.9546,High,108,88.8601197337963,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0535457142857142,0.0,0.0,1
341380,0.9546,High,109,92.95660755787036,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0138953174603174,0.0,0.0,1
598823,0.9545,High,110,86.08229366898149,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.011355625,0.0,0.0,1
587057,0.9545,High,111,106.0842278935185,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0337536904761904,0.0,0.0,1
764069,0.9545,High,112,59.870640937500006,999.0,39,0.0,0.3644859813084112,39,0,0,0.0,0.0,1.9364208991228071,1.0,0.0,1
967808,0.9545,High,113,91.1362712847222,999.0,28,0.0,0.2616822429906542,28,0,0,0.0,0.0,0.9578034156378602,0.0,0.0,1
1210569,0.9545,High,114,89.25056806712963,999.0,35,0.0,0.3271028037383177,33,2,0,0.0606060606060606,0.0,2.885001094771242,1.0,0.0,1
1046118,0.9545,High,115,95.17091180555556,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0181729761904761,0.0,0.0,1
784878,0.9545,High,116,65.88957844907407,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0157565798611111,0.0,0.0,1
708464,0.9545,High,117,76.890308125,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.046167561728395,0.0,0.0,1
418006,0.9544,High,118,84.8625800462963,999.0,24,0.0,0.2242990654205607,24,0,0,0.0,0.0,0.0423430193236715,0.0,0.0,1
244514,0.9544,High,119,57.03913113425926,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0407332986111111,0.0,0.0,1
766663,0.9544,High,120,61.98565410879629,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0646256076388888,0.0,0.0,1
494603,0.9544,High,121,64.31145685185186,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.0100961728395061,0.0,0.0,1
179192,0.9544,High,122,61.22074337962963,999.0,20,0.0,0.1869158878504672,20,0,0,0.0,0.0,0.0250748245614035,0.0,0.0,1
1125586,0.9544,High,123,88.92121184027778,999.0,36,0.0,0.3364485981308411,35,1,0,0.0285714285714285,0.0,2.1193913174603174,1.0,0.0,1
1203748,0.9544,High,124,85.41105109953705,999.0,19,0.0,0.1775700934579439,18,1,0,0.0555555555555555,0.0,0.0709637345679012,0.0,0.0,1
1049187,0.9544,High,125,82.87044105324074,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0152444097222222,0.0,0.0,1
395413,0.9543,High,126,64.10957070601852,999.0,28,0.0,0.2616822429906542,27,1,0,0.037037037037037,0.0,0.2052711008230452,0.0,0.0,1
586491,0.9543,High,127,95.3742858912037,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0771343402777777,0.0,0.0,1
395748,0.9543,High,128,71.36351775462964,999.0,38,0.0,0.3551401869158878,38,0,0,0.0,0.0,1.86224262012012,1.0,0.0,1
529698,0.9542,High,129,90.4408426851852,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.0176265895061728,0.0,0.0,1
1144363,0.9542,High,130,92.59025287037038,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.0144166049382716,0.0,0.0,1
205441,0.9541,High,131,79.16314168981481,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.032831574074074,0.0,0.0,1
422878,0.9541,High,132,85.07146346064815,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0124407986111111,0.0,0.0,1
1298716,0.9541,High,133,93.40474564814816,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0521967962962963,0.0,0.0,1
15240,0.9541,High,134,80.2248924537037,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0318357407407407,0.0,0.0,1
352748,0.9541,High,135,93.95901027777778,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0532795925925925,0.0,0.0,1
427839,0.9541,High,136,60.05549953703704,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0653418055555555,0.0,0.0,1
511308,0.954,High,137,103.44111758101852,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0290822817460317,0.0,0.0,1
1243981,0.954,High,138,77.78736409722222,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.0375818209876543,0.0,0.0,1
393524,0.9539,High,139,84.30329945601852,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0405411481481481,0.0,0.0,1
346450,0.9539,High,140,85.95232456018519,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0312437499999999,0.0,0.0,1
1394243,0.9539,High,141,106.00766369212964,999.0,21,0.0,0.1962616822429906,21,0,0,0.0,0.0,0.0514878055555555,0.0,0.0,1
285091,0.9539,High,142,76.87836740740741,999.0,27,0.0,0.2523364485981308,27,0,0,0.0,0.0,0.9766773183760684,0.0,0.0,1
1012467,0.9539,High,143,72.85877309027778,999.0,27,0.0,0.2523364485981308,26,1,0,0.0384615384615384,0.0,0.0505945299145299,0.0,0.0,1
1217818,0.9539,High,144,90.1790520949074,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0447257341269841,0.0,0.0,1
816916,0.9539,High,145,57.9122115625,999.0,21,0.0,0.1962616822429906,21,0,0,0.0,0.0,0.0237304722222222,0.0,0.0,1
448173,0.9539,High,146,74.12691939814815,999.0,28,0.0,0.2616822429906542,28,0,0,0.0,0.0,1.1410143312757202,0.0,0.0,1
1216231,0.9539,High,147,94.35476491898147,999.0,20,0.0,0.1869158878504672,20,0,0,0.0,0.0,0.0258401023391812,0.0,0.0,1
481393,0.9538,High,148,62.39747446759259,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0173746666666666,0.0,0.0,1
1095703,0.9538,High,149,63.25661100694444,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0469057638888888,0.0,0.0,1
499323,0.9538,High,150,96.95077622685184,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.0219519290123456,0.0,0.0,1
200538,0.9538,High,151,99.43412627314817,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.028242242063492,0.0,0.0,1
548292,0.9538,High,152,64.03559484953703,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0159479259259259,0.0,0.0,1
247972,0.9537,High,153,62.29945229166667,999.0,35,0.0,0.3271028037383177,35,0,0,0.0,0.0,3.936965596405228,1.0,0.0,1
1399745,0.9537,High,154,61.42078328703704,999.0,23,0.0,0.2149532710280373,23,0,0,0.0,0.0,0.0260344444444444,0.0,0.0,1
988821,0.9537,High,155,95.44412561342592,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0141796666666666,0.0,0.0,1
746304,0.9537,High,156,91.3529368287037,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0178031296296296,0.0,0.0,1
1177348,0.9537,High,157,94.33546127314816,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0177263703703703,0.0,0.0,1
379847,0.9537,High,158,73.22794733796297,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0418126666666666,0.0,0.0,1
119877,0.9537,High,159,72.1043394212963,999.0,27,0.0,0.2523364485981308,27,0,0,0.0,0.0,0.1392865598290598,0.0,0.0,1
401611,0.9537,High,160,99.28529087962964,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0150058531746031,0.0,0.0,1
1139100,0.9537,High,161,86.23306195601852,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0691192658730158,0.0,0.0,1
343208,0.9536,High,162,92.14202813657408,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.023533125,0.0,0.0,1
1373026,0.9536,High,163,84.18882225694445,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0311880555555555,0.0,0.0,1
747479,0.9536,High,164,97.0421790625,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0168598148148148,0.0,0.0,1
1201638,0.9536,High,165,61.20356482638889,999.0,22,0.0,0.205607476635514,22,0,0,0.0,0.0,0.0417464153439153,0.0,0.0,1
13660,0.9535,High,166,77.04927454861112,999.0,28,0.0,0.2616822429906542,28,0,0,0.0,0.0,0.8325867283950615,0.0,0.0,1
139526,0.9535,High,167,63.40202831018519,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0517711284722222,0.0,0.0,1
16273,0.9535,High,168,62.94978721064816,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0086275173611111,0.0,0.0,1
1398292,0.9535,High,169,92.02593664351852,999.0,42,0.0,0.3925233644859813,42,0,0,0.0,0.0,2.4809891463414635,0.0,0.0,1
1285563,0.9535,High,170,63.120013113425934,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0200324131944444,0.0,0.0,1
172310,0.9535,High,171,63.376986226851855,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0074534375,0.0,0.0,1
1402615,0.9535,High,172,60.21942954861112,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0298021666666666,0.0,0.0,1
1289551,0.9535,High,173,61.87588461805555,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.00844921875,0.0,0.0,1
158186,0.9535,High,174,89.00225280092593,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0190478968253968,0.0,0.0,1
1061601,0.9535,High,175,60.17482966435185,999.0,17,0.0,0.1588785046728972,17,0,0,0.0,0.0,0.0058278472222222,0.0,0.0,1
714813,0.9535,High,176,82.16231251157407,999.0,28,0.0,0.2616822429906542,28,0,0,0.0,0.0,1.5853694753086418,0.0,0.0,1
556111,0.9535,High,177,52.40040641203704,999.0,29,0.0,0.2710280373831775,28,1,0,0.0357142857142857,0.0,5.059486706349206,0.0,0.0,1
235266,0.9534,High,178,72.97111746527777,999.0,24,0.0,0.2242990654205607,24,0,0,0.0,0.0,0.0619785869565217,0.0,0.0,1
1066326,0.9534,High,179,85.23686508101852,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0333548412698412,0.0,0.0,1
471969,0.9534,High,180,74.94467362268519,999.0,20,0.0,0.1869158878504672,20,0,0,0.0,0.0,0.0488146345029239,0.0,0.0,1
12027,0.9534,High,181,98.54005299768518,999.0,19,0.0,0.1775700934579439,19,0,0,0.0,0.0,0.0256327160493827,0.0,0.0,1
490865,0.9534,High,182,85.19686351851853,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0395575,0.0,0.0,1
1336571,0.9533,High,183,85.32983820601852,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0596575185185185,0.0,0.0,1
565476,0.9533,High,184,92.90013542824074,999.0,15,0.0,0.1401869158878504,15,0,0,0.0,0.0,0.0202711309523809,0.0,0.0,1
223996,0.9533,High,185,96.10217008101851,96.10217008101851,21,0.0,0.1962616822429906,17,2,2,0.1176470588235294,1.0,0.0259585694444444,0.0,0.0,1
1150692,0.9533,High,186,104.25954108796296,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.034838037037037,0.0,0.0,1
622755,0.9533,High,187,85.85867667824074,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.055607074074074,0.0,0.0,1
607737,0.9533,High,188,66.90450255787037,999.0,16,0.0,0.1495327102803738,16,0,0,0.0,0.0,0.0676827962962963,0.0,0.0,1
